1600, 00-13-a2-00-40-98-98-4f,2,64,92,79,30,25,0,24,24,30,0,8,16,0,0,0,24,19,0,0,0,0,0,8,8,0,0,19,0,0,0,8,8,8,9
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,16,35,0,19,19,27,0,19,0,24,0,8,19,19,0,0,0,8,0,8,0,8,0,8,0,8,0,8,8,8,18
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,24,30,0,24,24,27,0,0,16,24,0,19,16,24,0,0,0,0,0,16,0,8,0,8,8,8,8,8,8,8,27
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,16,35,16,19,27,27,0,0,0,24,19,8,19,19,0,0,0,8,8,8,8,8,0,8,0,8,8,8,8,8,36
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,16,19,16,19,27,25,0,30,8,19,19,19,19,19,0,8,0,0,0,19,8,0,0,8,0,0,8,8,8,0,45
1600, 00-13-a2-00-40-98-98-4f,2,64,94,81,0,25,0,25,24,19,0,0,0,8,0,16,19,19,0,0,0,0,0,0,24,0,0,0,0,0,0,0,8,8,54
1600, 00-13-a2-00-40-98-98-4f,2,64,94,81,16,27,0,27,27,25,0,0,0,19,0,16,19,24,0,0,0,8,0,0,8,0,0,8,0,8,0,8,8,8,63
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,32,30,19,24,19,30,0,0,19,16,0,19,27,24,0,8,8,16,8,8,19,0,0,0,8,0,0,0,24,8,72
1600, 00-13-a2-00-40-98-98-4f,2,64,92,79,30,25,16,30,24,19,19,8,0,0,19,24,19,19,0,0,8,8,8,0,8,0,0,19,0,8,8,8,8,0,81
1600, 00-13-a2-00-40-98-98-4f,2,64,94,81,0,32,0,30,24,19,0,19,19,16,0,16,19,19,0,0,0,8,0,0,8,19,0,8,0,8,0,0,8,19,90
1600, 00-13-a2-00-40-98-98-4f,2,64,92,79,32,24,0,24,27,27,0,0,19,8,0,19,8,19,0,0,8,19,0,8,19,8,0,0,8,0,0,0,8,8,99
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,0,35,0,35,0,30,0,24,0,19,0,8,8,8,0,0,0,0,8,0,8,0,8,8,0,8,8,0,0,0,108
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,19,32,8,30,24,32,8,16,8,19,8,0,19,16,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,117
1600, 00-13-a2-00-40-98-98-4f,2,64,94,80,35,16,0,27,27,27,0,0,0,8,0,19,19,19,0,0,0,0,0,8,8,8,0,0,8,0,0,8,8,8,126
1600, 00-13-a2-00-40-98-98-4f,2,64,92,79,30,32,0,32,24,30,0,8,19,16,0,19,19,19,0,0,0,8,0,0,19,0,0,0,8,8,0,8,8,0,135
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,30,33,0,35,27,27,0,0,19,27,0,19,19,16,0,0,0,8,0,0,8,0,0,0,8,8,0,8,8,8,144
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,16,32,8,19,27,25,0,19,8,16,0,19,19,19,0,8,0,8,0,19,8,0,0,0,0,8,0,8,8,0,153
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,19,32,8,27,24,27,8,19,30,19,8,0,16,19,0,0,8,8,0,8,8,8,0,8,8,8,0,0,8,8,162
1600, 00-13-a2-00-40-98-98-4f,2,64,94,81,38,16,0,19,35,27,0,19,19,0,0,16,19,19,0,0,0,0,8,0,0,8,0,8,8,0,8,8,8,8,171
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,16,30,0,27,24,27,24,19,0,0,0,19,19,19,0,0,0,8,0,8,8,19,8,8,0,0,0,8,0,0,180
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,16,35,0,19,16,24,0,0,19,19,0,8,19,19,0,0,8,8,0,8,8,19,0,8,8,0,0,8,8,8,189
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,16,35,0,27,27,27,0,0,0,8,0,19,19,19,0,0,0,8,0,8,8,19,0,8,0,8,0,8,8,8,198
1600, 00-13-a2-00-40-98-98-4f,2,64,93,80,24,25,19,16,30,25,19,8,19,0,8,0,19,19,0,0,0,8,19,0,19,0,8,0,0,8,8,0,19,8,207
1600, 00-13-a2-00-40-98-98-4f,2,64,92,80,0,35,0,30,16,27,0,19,0,19,0,8,19,19,0,0,0,0,8,0,0,8,8,8,0,8,8,0,8,8,216
1600, 00-13-a2-00-40-98-98-4f,2,64,92,79,16,27,0,24,16,19,0,0,19,8,0,0,19,19,0,8,8,8,0,0,8,0,0,0,8,0,0,0,8,0,225
